ZIP Code,Efficiency,One-Bedroom,Two-Bedroom,Three-Bedroom,Four-Bedroom
91221,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91222,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91224,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91225,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91226,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91301,"$2,790 ","$3,120 ","$3,940 ","$5,010 ","$5,550 "
91302,"$2,790 ","$3,120 ","$3,940 ","$5,010 ","$5,550 "
91303,"$1,920 ","$2,150 ","$2,710 ","$3,440 ","$3,820 "
91304,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91305,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91306,"$1,670 ","$1,870 ","$2,360 ","$3,000 ","$3,320 "
91307,"$2,790 ","$3,130 ","$3,930 ","$5,020 ","$5,590 "
91308,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91309,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91310,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91311,"$2,030 ","$2,280 ","$2,870 ","$3,650 ","$4,050 "
91313,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91316,"$2,070 ","$2,320 ","$2,930 ","$3,720 ","$4,130 "
91321,"$1,870 ","$2,100 ","$2,650 ","$3,370 ","$3,730 "
91322,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91324,"$2,180 ","$2,450 ","$3,090 ","$3,930 ","$4,350 "
91325,"$1,900 ","$2,130 ","$2,690 ","$3,420 ","$3,790 "
91326,"$2,550 ","$2,860 ","$3,610 ","$4,590 ","$5,090 "
91327,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91328,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91330,"$1,900 ","$2,130 ","$2,700 ","$3,430 ","$3,800 "
91331,"$1,600 ","$1,810 ","$2,290 ","$2,940 ","$3,240 "
91333,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91334,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91335,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91337,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91340,"$1,700 ","$1,900 ","$2,400 ","$3,050 ","$3,380 "
91341,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91342,"$1,690 ","$1,890 ","$2,390 ","$3,040 ","$3,370 "
91343,"$1,700 ","$1,900 ","$2,400 ","$3,050 ","$3,380 "
91344,"$2,240 ","$2,510 ","$3,170 ","$4,030 ","$4,470 "
91345,"$1,990 ","$2,240 ","$2,820 ","$3,580 ","$3,970 "
91346,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91350,"$2,480 ","$2,780 ","$3,510 ","$4,460 ","$4,940 "
91351,"$2,130 ","$2,390 ","$3,020 ","$3,840 ","$4,250 "
91352,"$1,630 ","$1,830 ","$2,310 ","$2,940 ","$3,250 "
91353,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91354,"$2,790 ","$3,120 ","$3,940 ","$5,010 ","$5,550 "
91355,"$2,520 ","$2,830 ","$3,570 ","$4,540 ","$5,030 "
91356,"$1,920 ","$2,150 ","$2,710 ","$3,440 ","$3,820 "
91357,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91361,"$2,440 ","$2,780 ","$3,390 ","$4,500 ","$5,150 "
91362,"$2,310 ","$2,650 ","$3,180 ","$4,320 ","$5,020 "
91364,"$2,790 ","$3,120 ","$3,940 ","$5,010 ","$5,550 "
91365,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91367,"$2,730 ","$3,060 ","$3,860 ","$4,900 ","$5,440 "
91371,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91372,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91376,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91380,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91381,"$2,540 ","$2,850 ","$3,590 ","$4,560 ","$5,060 "
91382,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91383,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91384,"$1,960 ","$2,200 ","$2,770 ","$3,520 ","$3,900 "
91385,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91386,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91387,"$2,200 ","$2,470 ","$3,110 ","$3,950 ","$4,380 "
91390,"$2,340 ","$2,620 ","$3,310 ","$4,210 ","$4,660 "
91392,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91393,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91394,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91395,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91396,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91401,"$1,820 ","$2,050 ","$2,580 ","$3,280 ","$3,630 "
91402,"$1,650 ","$1,860 ","$2,340 ","$2,970 ","$3,300 "
91403,"$2,420 ","$2,710 ","$3,420 ","$4,350 ","$4,820 "
91404,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91405,"$1,800 ","$2,020 ","$2,550 ","$3,240 ","$3,590 "
91406,"$1,850 ","$2,080 ","$2,620 ","$3,330 ","$3,690 "
91407,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91408,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91409,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91411,"$1,940 ","$2,170 ","$2,740 ","$3,480 ","$3,860 "
91412,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91413,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91416,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91423,"$2,270 ","$2,550 ","$3,210 ","$4,080 ","$4,520 "
91426,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91436,"$2,790 ","$3,120 ","$3,940 ","$5,010 ","$5,550 "
91482,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91499,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91501,"$2,060 ","$2,310 ","$2,910 ","$3,700 ","$4,100 "
91502,"$1,960 ","$2,200 ","$2,770 ","$3,520 ","$3,900 "
91503,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91504,"$2,090 ","$2,350 ","$2,960 ","$3,760 ","$4,170 "
91505,"$2,450 ","$2,740 ","$3,460 ","$4,400 ","$4,870 "
91506,"$1,920 ","$2,150 ","$2,710 ","$3,440 ","$3,820 "
91507,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91508,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91510,"$1,860 ","$2,090 ","$2,630 ","$3,340 ","$3,710 "
91601,"$2,130 ","$2,390 ","$3,010 ","$3,820 ","$4,240 "
